fightWinScore,fightLoseScore,scareWinScore,threatWinScore,threatLoseScore,hawkFraction
39,-1,-44,52,-64,0.0
-91,79,-42,-64,-59,0.848
49,75,1,-85,75,0.926
74,1,91,-47,-67,0.998
77,-56,-86,-84,-21,0.0
-55,-67,46,53,-19,0.305
31,-50,13,-99,-42,0.87
56,-18,-6,55,68,0.464
89,97,80,-82,-45,0.998
-42,-44,-3,95,53,0.0
-55,-62,70,-14,-80,0.668
21,-36,-50,-85,46,0.0
-93,-59,-66,77,-87,0.0
-20,72,17,-74,12,0.99
-18,11,-91,35,38,0.0
-53,99,-98,-90,-95,0.996
-1,47,83,-4,-53,0.995
5,-84,60,37,-5,0.414
86,-97,-93,-34,81,0.0
-83,-83,-56,41,-96,0.0
-54,80,1,14,-66,0.988
99,-39,67,22,9,0.499
-3,-32,33,-30,-2,0.733
-38,49,-62,-22,-39,0.0
-11,-5,35,44,-78,0.867
-28,-8,-20,-98,39,0.0
79,6,93,0,-38,0.994
-70,-91,-39,60,-30,0.0
57,70,-2,-17,21,0.59
55,59,-97,80,-17,0.0
40,31,-82,-35,56,0.0
-32,-40,16,2,38,0.228
-60,-31,39,-77,12,0.589
-36,86,45,59,71,0.498
-63,-76,11,-11,83,0.094
-91,22,15,-10,78,0.196
-44,99,-32,3,20,0.0
67,-36,-16,3,84,0.0
-59,-99,-10,-90,40,0.137
52,-37,-76,-97,24,0.0
-99,74,93,77,-33,0.48
-75,-72,-64,-6,-40,0.0
-21,-41,-97,51,9,0.0
-62,-78,13,-53,-81,0.569
-51,-69,-50,-43,-39,0.0
39,-67,60,-81,-61,0.91
-71,39,-45,73,8,0.0
49,-44,-15,68,-29,0.0
28,-11,-9,-98,3,0.995
-88,19,8,-55,-35,0.651
57,-100,72,7,-22,0.788
32,19,71,-34,17,0.973
58,-43,-73,31,91,0.0
-96,-54,-98,16,-72,0.0
93,81,-78,-51,-69,0.998
-21,89,-75,-52,83,0.0
-77,34,-98,74,28,0.0
-37,37,65,-42,99,0.556
35,55,-32,84,-13,0.0
88,-93,32,9,-37,0.926
46,84,-20,74,40,0.491
53,-94,-48,-62,-65,0.585
66,-3,-29,-28,100,0.0
-63,58,30,-54,19,0.937
5,36,-91,-24,-77,0.0
-34,-23,43,-98,-52,0.785
-21,16,91,55,95,0.5
-8,25,1,47,-2,0.5
56,24,2,-1,8,0.5
-93,-41,-35,-32,33,0.0
-63,-4,-65,-22,-9,0.0
-95,97,22,86,1,0.365
4,58,-1,56,28,0.5
98,92,-96,9,22,0.0
-29,-43,18,-77,82,0.333
82,70,-41,49,26,0.0
45,-80,57,30,-35,0.774
-75,75,69,-31,-72,0.988
86,-67,-95,3,-12,0.0
-87,-23,12,-14,41,0.116
-11,50,-18,-59,-92,0.997
-7,93,-21,-44,17,0.986
43,-53,-1,74,-58,0.04
-49,-97,-53,97,17,0.0
-63,-40,25,35,-13,0.231
52,41,-71,-99,-7,0.996
49,33,61,65,-16,0.501
-20,38,-6,-91,-81,0.997
-17,-19,95,-63,32,0.864
-64,-45,-22,27,78,0.0
-55,-68,-50,-76,-40,0.0
60,-78,24,98,-91,0.663
-93,-72,-52,4,43,0.0
32,58,32,-34,41,0.707
17,-97,81,22,32,0.43
-37,67,77,-77,33,0.983
-70,41,-80,-69,26,0.0
-58,79,63,-22,4,0.984
-5,64,-82,71,-37,0.0
-62,67,46,-29,6,0.98
-96,25,-3,-98,38,0.407
-97,47,6,51,-56,0.268
14,21,55,54,-78,0.965
-98,-88,-85,-33,68,0.0
-89,71,43,-83,7,0.893
28,35,39,13,6,0.5
54,-9,96,91,89,0.5
29,-18,-6,-24,47,0.0
88,-55,6,-75,62,0.927
19,50,42,-22,-9,0.994
50,73,-64,11,-40,0.0
51,20,-33,-33,-18,0.997
-88,24,30,86,44,0.329
54,-27,79,-17,-25,0.993
-16,41,14,-36,96,0.536
85,60,-99,14,-88,0.0
-30,-6,99,-36,76,0.552
-67,25,-96,97,97,0.0
-78,35,-35,-60,52,0.0
55,13,-86,53,-54,0.0
-92,34,92,0,-46,0.8
-73,30,-54,-4,-42,0.0
2,34,-23,-91,-84,0.999
41,32,-54,73,0,0.0
34,40,-53,71,-69,0.0
97,83,24,31,-84,0.987
-27,-85,7,-6,95,0.072
8,53,-67,15,-22,0.0
-70,70,-54,76,-62,0.0
-28,-3,-20,53,-33,0.0
4,8,78,-19,2,0.987
-29,49,-28,-69,8,0.991
-77,61,-92,8,68,0.0
-92,-91,-59,5,97,0.0
64,-32,88,-3,59,0.498
8,84,-99,-16,35,0.0
-94,16,-3,-93,-78,0.667
95,39,70,-74,-51,0.996
25,-84,-41,-66,35,0.0
-5,37,34,83,82,0.5
9,86,27,19,-35,0.973
-54,-58,-65,35,55,0.0
8,-20,26,26,96,0.5
75,57,-53,41,55,0.0
-8,-34,46,55,-88,0.734
13,49,28,-87,93,0.861
-96,88,11,-50,45,0.696
-11,80,-6,68,44,0.494
6,55,47,20,8,0.5
5,-7,0,35,59,0.155
81,7,61,8,54,0.5
91,74,-86,6,8,0.0
79,-37,-15,-80,28,0.988
-27,-99,-31,-95,-85,0.385
-42,-67,-51,41,-21,0.0
67,-34,65,19,41,0.494
-82,-53,-82,25,22,0.0
-18,43,40,-23,-20,0.994
21,23,-49,17,-96,0.991
88,26,43,0,30,0.5
36,58,15,29,31,0.5
-93,37,84,-71,-62,0.85
27,-5,14,75,-98,0.955
65,61,-3,-49,45,0.893
87,56,-21,-27,29,0.748
-81,83,-91,-91,-7,0.0
-70,-45,-94,20,10,0.0
5,39,25,-98,-52,0.997
-38,70,36,-8,-49,0.996
-12,13,-47,-24,-66,0.0
58,70,87,23,-75,0.992
-83,-76,19,33,20,0.13
-2,52,-43,99,-25,0.0
-62,-2,32,-71,1,0.665
74,-15,-70,-24,1,0.0
91,-69,-30,63,89,0.0
13,-96,-6,-75,-70,0.617
-49,45,1,55,49,0.16
35,-78,-62,91,40,0.0
-43,75,-10,35,20,0.0
-82,-43,90,93,-29,0.394
76,36,-37,-65,-37,0.993
-48,-59,23,90,-27,0.217
43,64,-30,-33,-40,0.996
-41,-41,-4,-37,-4,0.279
-62,-65,-45,-34,-57,0.0
84,41,-13,-42,54,0.694
48,48,-92,-10,84,0.0
35,0,-28,0,1,0.0
-76,-21,56,-65,-26,0.689
72,-30,21,-35,-63,0.997
-92,-68,-24,54,-18,0.0
-78,-23,20,-2,91,0.191
60,-66,-93,17,-12,0.0
-94,64,62,87,-1,0.444
-31,30,-27,18,84,0.0
-77,-66,35,-3,2,0.331
91,53,63,88,-31,0.526
-84,-87,-52,-63,-35,0.0
3,4,11,-34,90,0.539
29,55,56,-93,-96,0.997
48,-37,-45,-23,-42,0.0
79,-65,0,98,-68,0.389
-92,-68,8,3,-25,0.23
70,-60,66,-82,-11,0.994
-100,93,-62,64,-28,0.0
80,-13,48,65,-27,0.528
-98,82,68,-35,-82,0.937
-92,-66,68,-70,-3,0.555
-31,-7,-27,-47,36,0.0
91,-18,-96,-65,-48,0.0
26,93,-42,-36,-72,0.997
77,97,45,42,33,0.5
41,25,69,-94,98,0.871
36,-81,-14,49,45,0.0
13,22,13,18,-88,0.994
45,-45,-44,-41,40,0.0
-48,-23,66,-97,-71,0.786
99,-13,-97,-12,5,0.0
-1,39,-78,-99,-69,0.998
3,14,79,99,12,0.5
-25,-8,-74,-65,-32,0.0
-59,11,-99,-83,-82,0.0
92,-93,-71,-74,-14,0.0
55,44,-44,72,-33,0.0
80,23,66,-59,93,0.665
28,30,-35,60,3,0.0
62,8,-87,78,39,0.0
84,-7,-4,-51,-91,0.997
75,-45,23,-71,-80,0.996
-65,-18,29,-6,26,0.293
96,-16,-39,62,98,0.0
-87,-51,-59,-45,-98,0.0
19,-50,68,77,-59,0.719
2,42,-11,-28,8,0.985
16,-10,-36,91,-95,0.0
-99,49,-34,-72,74,0.0
99,-77,66,46,69,0.472
13,-90,-93,76,46,0.0
-18,-98,59,81,-6,0.35
-82,50,77,14,-52,0.864
82,-69,78,45,-4,0.478
-30,58,51,-51,52,0.857
2,-10,95,8,-89,0.97
-60,-79,51,-19,-76,0.621
-97,51,82,17,-6,0.431
-21,40,-77,1,24,0.0
26,21,5,-39,-78,0.998
73,-27,57,-66,72,0.838
41,-21,22,43,-83,0.979
-54,-69,97,-20,-13,0.647
-97,86,27,71,27,0.372
11,93,100,28,51,0.5
17,19,35,-56,-44,0.997
43,38,-6,-20,-12,0.996
79,-75,78,-19,28,0.504
97,-48,24,-83,-15,0.994
-38,-92,52,-8,-76,0.596
-4,10,-40,55,-25,0.0
78,15,-85,-86,0,0.0
74,23,-73,-8,46,0.0
-12,49,59,-62,54,0.925
-98,86,45,100,-75,0.635
90,34,-86,-68,29,0.0
-58,-47,45,11,-54,0.577
-27,-56,-64,65,54,0.0
79,32,-96,43,3,0.0
-67,-15,23,-88,-31,0.638
-29,38,-64,63,83,0.0
-67,53,55,96,58,0.47
-49,-79,70,-43,-38,0.653
39,-37,98,26,61,0.494
-45,-52,-29,59,26,0.0
-45,-81,-22,37,-77,0.0
25,8,86,-63,80,0.748
-23,-2,53,87,36,0.499
36,-17,-98,69,46,0.0
71,-98,-19,41,-39,0.0
-93,-15,-1,-68,-84,0.539
-97,-44,-49,-13,49,0.0
-100,3,-28,88,-57,0.0
-53,-59,39,37,9,0.295
72,-90,-45,-70,-78,0.786
96,-82,-18,-92,-1,0.986
89,-41,-99,44,-17,0.0
54,-12,73,43,55,0.5
-97,-54,-15,-51,-5,0.206
-76,37,53,68,-45,0.563
41,79,60,-59,10,0.994
42,41,-14,-78,-68,0.997
66,-34,-25,-37,85,0.0
-85,-26,-27,87,26,0.0
95,37,-28,-89,-74,0.998
42,-6,-52,-90,-48,0.998
-91,52,92,-83,-100,0.92
63,-3,97,93,47,0.5
-91,95,8,35,91,0.28
-95,98,99,-15,79,0.484
9,-25,59,8,-26,0.897
31,-25,-35,5,41,0.0
-76,-82,-18,-22,39,0.0
79,61,-9,-31,-6,0.993
-93,-50,-67,36,-56,0.0
-40,-47,-51,7,74,0.0
-57,-11,24,-44,-52,0.686
-99,0,4,-61,59,0.106
80,0,69,-15,-62,0.996
78,9,61,25,98,0.5
-72,-47,-49,-38,62,0.0
55,-66,-99,-40,21,0.0
-75,74,-50,-96,-2,0.0
73,93,-12,-100,57,0.976
7,-51,-23,-76,58,0.0
-30,88,-29,-82,-64,0.998
-44,-29,-36,32,25,0.0
34,11,49,-51,-53,0.996
-98,21,-76,39,-63,0.0
100,-96,-3,51,-41,0.03
-12,-72,68,-72,-71,0.756
-93,-83,43,44,47,0.208
75,-17,-8,-34,21,0.959
74,-7,47,-89,70,0.951
32,-59,96,23,-4,0.474
55,-1,-10,-91,-49,0.996
-90,-85,-29,11,-16,0.0
79,47,-2,-76,-77,0.995
-51,78,-88,-97,29,0.0
-15,32,73,24,-40,0.965
75,-45,-18,-91,-81,0.996
45,73,93,-73,83,0.83
-13,9,39,-35,-80,0.983
16,-49,59,95,-9,0.483
51,82,-88,80,-62,0.0
60,17,-97,-35,58,0.0
29,-35,73,-40,-96,0.973
-46,49,36,-100,-25,0.994
2,-3,-66,9,63,0.0
-4,45,33,-29,97,0.512
-82,-30,84,66,74,0.398
63,74,-57,-61,63,0.0
-62,43,-76,-61,-16,0.0
-34,36,-32,50,22,0.0
16,50,49,-52,89,0.626
-39,-88,-74,69,8,0.0
5,-41,-84,-55,89,0.0
6,75,-6,-8,-3,0.986
-34,-76,70,-19,-74,0.677
33,54,42,-10,-8,0.991
-15,-79,-29,-26,-24,0.0
-76,95,-25,-93,-38,0.996
75,31,-95,13,-32,0.0
-79,32,91,70,26,0.467
68,-66,-67,-35,-26,0.0
65,-55,-84,-14,4,0.0
-28,-36,30,-30,12,0.551
79,-65,35,-53,-38,0.995
-85,-47,30,15,2,0.215
20,-46,-60,49,99,0.0
50,-11,-35,-75,50,0.0
88,-81,-39,41,-39,0.0
-53,20,57,-60,-39,0.863
-90,58,40,70,-65,0.671
88,12,29,77,51,0.5
0,-19,62,-39,-8,0.901
74,-54,-99,-95,-71,0.0
78,53,-94,34,-30,0.0
43,57,-54,100,99,0.0
-47,-83,-13,-41,29,0.0
-18,63,36,92,-47,0.567
-36,88,-31,22,45,0.0
74,28,12,58,-43,0.651
96,-55,16,-62,-70,0.998
-98,-42,38,77,19,0.231
97,-89,-58,99,47,0.0
-20,10,-29,-30,-49,0.596
84,-48,-74,-28,28,0.0
-25,-22,-61,-43,-84,0.0
62,-46,77,89,22,0.495
-73,-61,-85,21,26,0.0
-95,26,42,-73,32,0.661
-43,-82,15,19,98,0.127
-80,-2,64,-25,60,0.432
-17,60,-60,58,-70,0.0
58,39,91,92,8,0.5
-18,46,12,-67,-4,0.996
61,-62,69,17,73,0.485
-32,-75,22,-35,-58,0.559
100,-81,17,-36,43,0.595
-21,-23,-38,74,63,0.0
-1,65,27,-66,66,0.88
11,41,-99,-79,26,0.0
67,-100,-78,8,-66,0.0
34,8,-89,71,-82,0.0
17,50,-49,-32,70,0.0
-9,-42,62,83,-52,0.613
-89,53,-22,-38,-90,0.714
46,-63,26,-95,50,0.826
-70,-88,-96,-46,-20,0.0
74,-2,-18,21,-41,0.976
-29,30,82,-73,-98,0.991
-46,-16,57,4,95,0.46
11,-41,92,-16,100,0.491
7,44,-67,-46,-82,0.995
39,97,-45,-9,-51,0.995
-90,-31,-73,58,-16,0.0
18,0,-90,64,6,0.0
-11,-52,63,73,95,0.451
28,62,19,-63,48,0.947
71,94,-63,-36,-80,0.997
-68,34,-54,-77,63,0.0
-41,-13,46,53,76,0.448
25,71,-2,-79,86,0.856
25,99,-47,48,-96,0.981
1,-53,94,-50,-7,0.824
-71,-27,52,51,64,0.377
-1,-32,65,-53,82,0.65
24,-92,-60,52,-35,0.0
-76,-12,33,-58,-76,0.701
75,-84,79,65,23,0.473
-87,13,50,-56,-49,0.78
-32,-25,1,-4,81,0.025
80,-35,21,67,11,0.496
51,-89,41,-48,65,0.553
10,-18,-21,-82,-66,0.896
12,-46,32,-26,62,0.483
89,-49,8,86,84,0.453
-25,84,-86,24,-58,0.0
40,-48,50,-5,-39,0.95
34,-58,-28,-27,9,0.0
-45,-68,-98,-100,40,0.0
13,11,80,48,-94,0.984
43,21,67,-98,-37,0.995
49,-45,95,61,100,0.495
-42,87,-87,-41,3,0.0
-1,28,-51,56,97,0.0
94,-90,85,54,-10,0.468
41,15,4,-80,69,0.938
49,80,-47,-46,85,0.0
-14,-39,6,-26,-98,0.654
-83,21,97,100,-46,0.523
17,44,46,75,79,0.5
-62,27,22,-30,-90,0.815
-25,82,-12,-5,-73,0.994
-95,-7,-35,-67,17,0.0
-90,-73,20,14,20,0.133
-20,-62,-84,42,26,0.0
-63,-65,-61,-64,0,0.0
7,29,70,66,-14,0.501
-42,-12,1,89,55,0.022
-39,96,-80,-21,21,0.0
20,84,-85,56,-87,0.0
26,-84,54,97,-93,0.632
85,58,-50,-80,-40,0.996
59,69,41,-40,70,0.579
-22,-52,-8,44,91,0.0
60,85,96,13,-95,0.994
30,-76,-95,-27,32,0.0
-100,-95,-36,-68,-80,0.216
64,21,74,-81,-100,0.999
-50,-62,64,-39,52,0.473
9,82,-1,32,2,0.5
45,-64,-8,27,50,0.0
57,-87,27,-30,-93,0.863
46,87,57,-71,28,0.982
43,-5,62,-54,-86,0.998
2,-41,-95,-1,-38,0.0
-12,-69,-30,-95,94,0.0
-21,4,-99,81,-69,0.0
78,100,-90,-15,-13,0.0
-86,-88,40,81,68,0.211
-1,-82,-29,-69,75,0.0
65,74,86,-73,84,0.817
36,-37,-22,38,-60,0.0
23,-26,7,33,-52,0.903
-23,-53,34,-57,25,0.535
29,-91,-1,-26,-93,0.653
15,90,65,97,-35,0.538
-68,28,-67,-58,8,0.0
89,-79,-44,-97,-52,0.99
56,18,56,59,89,0.5
-74,57,-9,-44,44,0.0
78,-78,-39,75,-31,0.0
28,60,-100,-85,-63,0.0
-47,-66,34,-81,77,0.381
15,-59,-66,69,54,0.0
-26,59,-64,-72,79,0.0
45,-2,80,-59,-8,1.0
31,70,36,5,32,0.5
25,-9,81,4,-55,0.994
-69,41,-18,25,53,0.0
-9,-43,-44,-4,100,0.0
-14,88,-65,59,-20,0.0
80,62,59,67,-19,0.508
13,-97,-74,-65,-50,0.0
-30,-37,-81,61,-3,0.0
-12,-13,-58,27,-26,0.0
-2,62,81,3,62,0.5
37,77,82,-87,-71,0.998
47,29,-50,72,-36,0.0
-23,73,-15,11,-30,0.985
-34,36,-11,-51,8,0.966
24,38,45,-76,13,0.996
-24,-57,-99,-51,7,0.0
-82,70,-89,-15,88,0.0
17,23,42,40,-63,0.969
68,16,-75,12,17,0.0
40,-20,-56,-47,42,0.0
87,-33,76,94,19,0.5
-80,-15,80,32,57,0.422
-69,84,-98,-91,-68,0.0
98,-84,-34,10,20,0.0
-76,-29,72,-79,91,0.546
35,16,44,-5,80,0.5
94,81,45,91,79,0.5
89,-33,-83,56,-92,0.0
-46,69,8,-59,-39,0.998
65,16,66,-64,78,0.787
-7,-53,47,59,25,0.442
5,53,-42,7,-22,0.0
-15,3,-78,-43,-14,0.0
3,-46,4,-42,76,0.108
65,-78,-75,72,90,0.0
-48,-97,-12,71,88,0.0
11,93,3,-15,54,0.504
-61,-9,-57,-65,-86,0.0
0,11,-88,98,-29,0.0
99,11,34,-25,-100,0.997
-52,53,-97,46,-52,0.0
-48,9,-98,2,-59,0.0
47,26,-53,-47,-77,0.996
-40,-44,16,-95,43,0.49
86,59,44,-45,4,0.989
1,-68,77,79,85,0.459
92,-22,73,55,13,0.5
-87,-85,33,-26,-39,0.455
8,7,45,-55,77,0.696
14,-12,-92,41,2,0.0
-32,54,4,31,33,0.468
-4,29,36,-20,81,0.503
69,82,95,-63,-40,0.998
67,-17,-90,55,93,0.0
0,-37,61,79,-59,0.687
-85,-23,-13,17,-25,0.0
41,41,-3,-41,-51,0.995
77,82,27,-85,7,0.997
72,-62,-71,41,-46,0.0
78,-35,-91,-42,55,0.0
-44,-43,-66,-6,67,0.0
-74,83,-86,-2,-59,0.0
-28,87,-60,56,96,0.0
1,96,65,82,-18,0.502
99,-71,-76,-37,-62,0.0
-15,39,89,-41,-58,0.996
-85,16,40,57,-63,0.539
15,-87,97,6,62,0.46
-46,-38,-94,48,19,0.0
-21,60,38,-71,-35,0.998
86,-47,43,2,64,0.493
25,-97,-68,39,10,0.0
5,55,-60,-90,-63,0.997
23,37,-58,-41,98,0.0
-92,68,-20,-7,-18,0.0
-58,53,-38,-3,55,0.0
-35,52,92,-64,20,0.989
65,-98,1,23,26,0.057
28,-29,13,-7,83,0.492
-93,-54,-100,40,-58,0.0
-55,-78,-25,42,-53,0.0
-57,3,62,57,-66,0.727
26,50,-6,50,-18,0.504
-96,80,22,87,97,0.345
60,-100,-46,-30,-2,0.0
32,-38,-13,-57,70,0.0
45,-6,-11,81,-100,0.95
-93,-61,-56,31,7,0.0
61,87,66,23,17,0.5
-27,-96,-32,32,-38,0.0
64,-17,67,-26,-17,0.996
38,-64,1,-35,66,0.062
-4,-29,100,88,45,0.498
-64,-57,49,-78,-57,0.687
-69,21,-28,-10,99,0.0
94,56,-71,45,20,0.0
-49,58,80,-38,-47,0.995
-94,84,-50,-75,11,0.0
70,-58,49,45,-69,0.966
-39,-55,-22,38,-3,0.0
29,7,-50,22,4,0.0
33,-28,-13,48,29,0.0
-19,-94,-24,70,-14,0.0
5,-36,-25,-65,70,0.0
62,-49,-37,-13,-99,0.993
17,59,-86,48,-26,0.0
71,-75,-41,-43,46,0.0
3,80,-46,21,61,0.0
26,-2,57,16,-7,0.5
27,-42,42,79,81,0.493
-52,91,-5,-8,52,0.266
-95,-18,47,-40,-43,0.62
9,64,45,-27,29,0.744
49,-86,-29,-85,85,0.0
13,-82,33,56,19,0.336
17,-76,29,-64,-81,0.782
81,-82,-16,-47,-29,0.953
56,-8,-66,-9,23,0.0
-51,-15,-42,-73,-44,0.348
100,59,-89,14,-18,0.0
-100,-76,70,-68,73,0.43
64,30,81,99,47,0.5
49,56,55,29,-21,0.561
-28,0,80,47,29,0.496
17,39,26,-99,-34,0.996
63,19,-87,74,33,0.0
-24,-91,-81,-12,-77,0.0
91,53,49,-21,8,0.98
-73,30,-63,44,32,0.0
-70,-99,51,-4,-99,0.574
59,-23,-82,-61,81,0.0
66,-80,19,20,44,0.366
93,-7,-83,37,48,0.0
18,77,53,65,1,0.5
-90,-57,-75,-57,17,0.0
74,-34,-52,89,-94,0.0
-4,-32,26,-52,3,0.739
79,32,77,-61,-58,0.998
47,77,-2,43,-20,0.518
-13,-26,-97,-91,-66,0.0
-39,82,-99,37,48,0.0
-90,-26,17,19,58,0.156
61,66,-37,9,63,0.0
80,-24,-96,68,26,0.0
-46,31,58,83,-38,0.563
-95,68,19,-67,-16,0.826
41,94,-30,52,61,0.463
45,15,-86,75,-76,0.0
-43,-14,47,32,40,0.453
98,44,-81,-91,-87,0.997
-1,53,-33,-26,-40,0.996
-59,-51,26,-41,73,0.237
27,-51,-49,-76,-92,0.539
-98,83,56,-62,96,0.578
-6,44,32,47,-2,0.5
-75,62,-63,-72,1,0.0
6,-15,-72,31,27,0.0
-9,-77,92,14,26,0.455
20,-23,-59,80,-21,0.0
32,97,-18,-43,-59,0.997
-85,12,17,25,38,0.213
3,79,84,-57,40,0.951
-78,25,-87,-53,-100,0.455
-73,97,56,-93,-37,0.996
75,-86,-72,15,79,0.0
81,-39,-21,55,83,0.0
66,19,43,7,-91,0.994
32,10,67,56,50,0.5
-54,-89,7,43,-13,0.056
64,-78,56,77,48,0.447
90,37,-81,21,44,0.0
-2,-40,-17,-55,-76,0.668
84,80,33,83,-9,0.5
-71,-23,77,-82,-30,0.754
60,-13,97,-26,95,0.512
-38,91,64,72,-47,0.644
72,-76,1,-53,83,0.172
-17,71,-97,55,-27,0.0
76,36,81,-16,99,0.501
-8,1,76,62,-94,0.965
25,17,37,2,53,0.5
17,73,15,-14,-88,0.997
-25,28,86,-9,-30,0.995
-99,-54,-65,-76,-40,0.0
11,-87,-74,84,-13,0.0
44,44,67,41,-75,0.976
87,-66,-43,-95,70,0.0
-47,-17,94,68,38,0.469
-14,62,-43,42,-85,0.0
37,-98,38,-5,-83,0.741
17,-23,65,88,60,0.5
29,-11,-42,-79,-22,0.994
48,32,52,54,-45,0.737
-30,-35,-87,68,90,0.0
-39,-64,82,-64,57,0.619
-66,-19,-46,-32,-53,0.0
-86,67,60,-90,73,0.869
-11,-65,33,6,74,0.337
-82,-36,-78,72,-51,0.0
-19,68,99,-69,60,0.922
-86,-44,-35,-24,-42,0.0
-27,23,-100,11,42,0.0
-12,46,-64,-85,33,0.0
4,33,2,68,27,0.5
-3,46,-68,-22,-67,0.0
-88,34,43,74,-19,0.393
-93,-28,81,26,-48,0.62
49,-67,-98,3,100,0.0
66,-73,-61,24,86,0.0
84,43,-18,-1,2,0.494
-32,-79,70,-79,-81,0.718
-3,-78,85,-43,82,0.527
13,89,-15,-21,-66,0.997
-92,68,-57,45,50,0.0
3,-97,-77,-20,73,0.0
70,20,25,-49,46,0.901
-96,-16,90,-12,-83,0.711
-51,-58,59,-95,0,0.617
-77,-87,-77,-9,34,0.0
-92,-95,1,24,29,0.007
19,-62,4,100,-48,0.106
-57,45,-97,11,26,0.0
60,-37,13,-28,-56,0.995
-94,48,68,-31,11,0.79
-81,66,-37,11,-4,0.0
70,-84,-25,65,-80,0.0
28,-87,-26,12,-95,0.0
-54,-21,-26,-78,-47,0.429
-97,77,-70,-14,100,0.0
-74,-23,20,-86,81,0.316
3,29,-48,6,-94,0.0
53,54,-61,-38,-37,0.995
36,-6,41,-96,-49,0.998
-50,-6,94,39,-86,0.807
22,-77,-14,2,33,0.0
71,17,80,38,-11,0.501
49,69,-48,0,1,0.0
15,43,-36,92,96,0.0
21,-10,-33,-94,5,0.993
-46,-52,67,-25,-72,0.715
-72,-14,-99,16,97,0.0
55,91,-7,-17,-17,0.994
-44,35,-49,32,-66,0.0
-14,-2,-86,-28,81,0.0
-12,85,-95,-2,85,0.0
25,20,-98,15,68,0.0
-54,73,-74,-56,64,0.0
50,-30,89,63,71,0.5
0,-22,-13,47,53,0.0
96,43,-73,5,19,0.0
56,-62,-15,34,83,0.0
-16,-45,24,3,91,0.341
-51,-69,0,76,-93,0.093
59,-50,76,-70,-65,0.997
48,40,-59,-90,53,0.0
-69,59,57,85,-48,0.571
34,-91,-31,-57,-84,0.576
40,-4,-4,14,-57,0.992
23,-16,-85,-42,-33,0.0
-20,-72,-11,50,-80,0.0
-56,-17,97,-4,83,0.464
-99,80,-60,-93,63,0.0
-32,14,57,-32,-10,0.907
98,-90,-13,58,-72,0.0
42,11,6,-28,-17,0.995
78,81,86,-12,-50,0.997
34,34,16,-35,14,0.982
-35,42,87,96,2,0.493
-24,-1,96,-99,84,0.899
-42,46,67,61,-2,0.494
-85,44,-41,86,-8,0.0
-76,-11,-53,0,-36,0.0
56,-84,-56,-75,-91,0.403
-67,-14,32,-14,-30,0.575
-72,67,69,63,26,0.477
-18,-32,-78,-28,71,0.0
45,-92,-34,-74,54,0.0
85,-26,-72,77,56,0.0
-22,-29,49,-60,-67,0.832
-55,-48,92,-99,90,0.636
87,73,25,-5,-7,0.982
-42,-1,22,37,-70,0.634
48,99,-40,42,-45,0.864
30,-63,-94,-29,-53,0.0
58,79,-1,-24,-52,0.995
98,23,96,-67,-45,0.996
14,-8,-35,87,-9,0.0
42,66,55,-69,-28,0.997
84,-68,46,6,-45,0.992
58,-64,53,7,23,0.47
-66,3,30,90,-84,0.493
-10,-31,-22,84,-29,0.0
42,-52,15,-39,15,0.853
12,-41,40,62,95,0.485
15,-52,0,22,-27,0.131
45,84,-35,-45,-54,0.998
-42,32,-86,55,-75,0.0
-62,-12,92,59,68,0.46
-93,42,-22,74,-85,0.0
83,-73,76,-13,36,0.486
-2,4,16,16,23,0.5
64,83,90,-19,-52,0.996
42,84,22,-87,-46,0.996
-80,94,-55,-61,37,0.0
-81,34,65,-23,-52,0.822
-81,30,-67,63,74,0.0
-84,91,29,76,-26,0.434
-31,-35,52,-78,-45,0.775
-58,25,67,-94,39,0.846
28,44,5,-67,-45,0.995
-6,26,39,-64,-13,0.996
17,71,25,-78,-46,0.997
52,49,48,94,-97,0.918
-24,-47,-38,-67,98,0.0
-45,99,-38,88,-59,0.0
15,48,-51,-46,64,0.0
-68,84,50,-70,-10,0.997
-29,-21,-75,-60,-27,0.0
-17,-50,-28,-99,-13,0.374
39,-58,-86,80,-4,0.0
18,-99,69,-9,35,0.41
-49,75,-41,96,99,0.0
-72,13,36,33,60,0.379
76,64,21,61,57,0.5
-55,-30,-58,65,-69,0.0
10,-12,-37,62,23,0.0
-36,-20,-16,42,26,0.0
14,-56,-41,-41,85,0.0
-28,55,99,-10,32,0.499
97,-86,61,77,35,0.461
73,-54,-73,45,-44,0.0
-28,67,-45,-89,-19,0.995
-35,-56,-94,-32,-52,0.0
-24,-68,28,-43,15,0.481
3,-53,33,14,-64,0.725
15,8,38,-97,-64,0.999
-98,-26,-38,-93,-23,0.122
17,94,-94,-100,76,0.0
-32,3,90,46,-3,0.495
-82,84,60,97,73,0.453
-66,20,-52,76,35,0.0
-57,-39,-100,88,-3,0.0
-43,-77,-76,40,23,0.0
-56,54,-21,56,99,0.0
12,94,35,95,98,0.5
-76,73,53,-56,-18,0.977
52,76,-17,-67,-53,0.999
9,-40,19,-99,74,0.648
-93,-48,-77,92,-28,0.0
58,-32,28,25,65,0.499
80,98,-47,39,38,0.0
12,35,-69,-79,68,0.0
43,-1,-19,81,-67,0.76
-62,90,62,48,-22,0.496
71,-78,64,-2,44,0.464
-74,77,92,32,-91,0.987
11,-91,56,-35,-40,0.713
